expression,reading,meaning,tags
直流,ちょくりゅう,direct current,JLPT N2
貯蔵,ちょぞう,"storage, preservation",JLPT N2
直角,ちょっかく,right angle,JLPT N2
直径,ちょっけい,diameter,JLPT N2
散らかす,ちらかす,"to scatter around, to leave untidy",JLPT N2
散らかる,ちらかる,to be in disorder,JLPT N2
塵紙,ちりがみ,"tissue paper, toilet paper",JLPT N2
追加,ついか,"addition, supplement, appendix",JLPT N2
ついで,ついで,"opportunity, occasion",JLPT N2
～通,～つう,counter for letters,JLPT N2
通ずる,つうずる,"to lead, to run, to open",JLPT N2
通知,つうち,"notice, notification",JLPT N2
通帳,つうちょう,bankbook,JLPT N2
通用,つうよう,"popular use, circulation",JLPT N2
通路,つうろ,"passage, pathway",JLPT N2
～遣い,～づかい,use of ~,JLPT N2
～付,～つき,with ~,JLPT N2
突き当たり,つきあたり,"end (e.g., of street)",JLPT N2
突き当たる,つきあたる,"to run into, to collide with",JLPT N2
月日,つきひ,"time, years, days",JLPT N2
～続く,～つづく,"follow, continue, go on",JLPT N2
突っ込む,つっこむ,"to plunge into, to stick into",JLPT N2
務める,つとめる,"to serve, to act",JLPT N2
努める,つとめる,"to try, to aim",JLPT N2
綱,つな,rope,JLPT N2
繋がり,つながり,"connection, link, relationship",JLPT N2
粒,つぶ,grain,JLPT N2
潰す,つぶす,"to smash, to waste",JLPT N2
潰れる,つぶれる,"to be smashed, to go bankrupt",JLPT N2
つまずく,つまずく,"to stumble, to trip",JLPT N2
詰まる,つまる,"to be blocked, to be packed",JLPT N2
爪,つめ,fingernail or toenail,JLPT N2
艶,つや,"gloss, glaze",JLPT N2
強気,つよき,"firm, strong",JLPT N2
～辛い,～づらい,hard to do ~,JLPT N2
釣り合う,つりあう,"to balance, to be in harmony, to suit",JLPT N2
吊る,つる,to hang,JLPT N2
吊す,つるす,to hang,JLPT N2
手洗い,てあらい,"restroom, lavatory",JLPT N2
低～,てい～,low ~,JLPT N2
定員,ていいん,"fixed number of regular personnel, capacity (e.g., of boat)",JLPT N2
定価,ていか,established price,JLPT N2
低下,ていか,"fall, decline",JLPT N2
定期券,ていきけん,"commuter pass, season ticket",JLPT N2
定休日,ていきゅうび,regular holiday,JLPT N2
停止,ていし,"suspension, interruption, stoppage",JLPT N2
停車,ていしゃ,"stopping (e.g., train)",JLPT N2
出入り,でいり,"in and out, coming and going",JLPT N2
出入口,でいりぐち,exit and entrance,JLPT N2
手入れ,ていれ,"repairs, maintenance",JLPT N2
テーマ,テーマ,"theme, project, topic (GER: Thema)",JLPT N2
～滴,～てき,drop,JLPT N2
出来上がり,できあがり,"be finished, ready",JLPT N2
出来上がる,できあがる,"to be finished, to be ready",JLPT N2
的確,てきかく,"precise, accurate",JLPT N2
適確,てきかく,"precise, accurate",JLPT N2
手首,てくび,wrist,JLPT N2
凸凹,でこぼこ,"unevenness, roughness, ruggedness",JLPT N2
手頃,てごろ,"moderate, handy",JLPT N2
弟子,でし,"pupil, disciple, apprentice",JLPT N2
でたらめ,でたらめ,"irresponsible utterance, nonsense; random",JLPT N2
手帳,てちょう,notebook,JLPT N2
鉄橋,てっきょう,iron bridge,JLPT N2
手続き,てつづき,"procedure, (legal) process, formalities",JLPT N2
鉄砲,てっぽう,gun,JLPT N2
テニスコート,テニスコート,tennis court,JLPT N2
手拭い,てぬぐい,(hand) towel,JLPT N2
手前,てまえ,"before, this side",JLPT N2
出迎え,でむかえ,"meeting, reception",JLPT N2
照らす,てらす,"to shine on, to illuminate",JLPT N2
照る,てる,to shine,JLPT N2
～点,～てん,counter for scores,JLPT N2
展開,てんかい,"develop, expansion (opposite of compression)",JLPT N2
伝記,でんき,"biography, life story",JLPT N2
電球,でんきゅう,light bulb,JLPT N2
点数,てんすう,"marks, points, score",JLPT N2
伝染,でんせん,contagion,JLPT N2
電池,でんち,battery,JLPT N2
点々,てんてん,"here and there, little by little",JLPT N2
転々,てんてん,from one to another,JLPT N2
電柱,でんちゅう,"telephone pole, telegraph pole, light pole",JLPT N2
天皇,てんのう,Emperor of Japan,JLPT N2
